City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
42,bahia de kino,28.8333,-111.9333,32.83,58,8,4.38,MX,1723853347
43,tegueste,28.5167,-16.3167,22.64,53,0,5.66,ES,1723853347
44,ancud,-41.8697,-73.8203,6.05,83,57,2.87,CL,1723853348
45,laojunmiao,39.8333,97.7333,20.1,29,0,1.54,CN,1723853348
46,teknaf,20.8624,92.3058,25.61,91,96,3.97,BD,1723853348
47,mount isa,-20.7333,139.5,22.87,28,0,7.2,AU,1723853348
48,talnakh,69.4865,88.3972,14.7,66,100,1.4,RU,1723853348
49,kangding,30.0513,101.9603,14.94,80,57,2.05,CN,1723853348
50,whittlesea,-32.1759,26.8244,9.66,26,0,2.17,ZA,1723853348
51,ozorkow,51.9634,19.2914,21.64,63,2,1.71,PL,1723853348
52,nova sintra,14.8667,-24.7167,26.7,85,81,2.84,CV,1723853348
53,st. john's,47.5649,-52.7093,18.77,83,13,1.79,CA,1723853348
54,blackmans bay,-43.0167,147.3167,11.07,96,100,0.89,AU,1723853348
55,port elizabeth,-33.918,25.5701,11.29,98,0,0.45,ZA,1723853348
56,nsunga,-1.1439,31.3947,18.27,74,71,0.45,TZ,1723853349
57,edinburgh of the seven seas,-37.0676,-12.3116,11.11,67,56,15.53,SH,1723853349
58,longyearbyen,78.2186,15.6401,12.91,76,75,8.75,SJ,1723853349
59,enewetak,11.3474,162.3373,28.62,77,100,5.81,MH,1723853349
60,inhambane,-23.865,35.3833,18.79,72,0,3.49,MZ,1723853349
61,bethel,41.3712,-73.414,23.7,81,26,2.05,US,1723853349
62,karagay,58.2667,54.9368,12.18,99,87,3.13,RU,1723853349
63,massenya,11.4039,16.1705,23.5,88,91,2.64,TD,1723853349
64,petukhovo,55.0692,67.9019,10.29,93,16,2.82,RU,1723853349
65,leava,-14.3,-178.1667,26.36,80,89,10.52,WF,1723853349
66,asubulaq,49.5583,83.0558,18.86,65,33,0.72,KZ,1723853349
67,khorixas,-20.3667,14.9667,17.03,34,43,1.06,NA,1723853350
68,thompson,55.7435,-97.8558,23.77,29,1,4.29,CA,1723853350
69,fort bragg,35.139,-79.006,28.91,58,0,0.0,US,1723853350
70,makhambet,47.6667,51.5833,18.29,37,26,4.21,KZ,1723853350
71,pangkalanbuun,-2.6833,111.6167,24.39,94,59,1.25,ID,1723853350
72,ilulissat,69.2167,-51.1,5.01,81,75,0.0,GL,1723853350
73,prince rupert,54.3161,-130.3201,17.05,79,0,7.2,CA,1723853103
74,usinsk,65.9939,57.5281,8.63,85,4,4.54,RU,1723853350
75,daru,-9.0763,143.2092,25.65,82,100,6.91,PG,1723853350
76,pacific grove,36.6177,-121.9166,22.45,79,0,4.12,US,1723853350
77,uttar char fasson,22.2332,90.7132,26.73,89,100,5.48,BD,1723853351
78,la ronge,55.1001,-105.2842,19.24,47,51,1.24,CA,1723853351
79,avarua,-21.2078,-159.775,23.03,56,75,6.17,CK,1723853351
80,kishtwar,33.3167,75.7667,20.75,91,79,0.81,IN,1723853351
81,invercargill,-46.4,168.35,6.68,97,100,0.45,NZ,1723853351
82,berezovyy,51.6667,135.7,17.73,93,67,2.31,RU,1723853351
83,tual,-5.6667,132.75,25.49,84,84,7.99,ID,1723853351
84,qaqortoq,60.7167,-46.0333,6.1,67,0,6.9,GL,1723853351
85,holualoa,19.6228,-155.9522,26.97,82,75,3.6,US,1723853351
86,malango,-2.9627,119.9001,23.17,75,2,0.76,ID,1723853351
87,hekimhan,38.818,37.9312,16.31,61,0,4.15,TR,1723853351
88,karratha,-20.7377,116.8463,22.1,56,0,2.83,AU,1723853352
89,kavaratti,10.5669,72.642,26.1,89,100,8.68,IN,1723853352
90,yellowknife,62.456,-114.3525,18.09,71,25,4.02,CA,1723853352
91,champerico,14.3,-91.9167,29.05,73,100,1.54,GT,1723853352
92,puerto ayora,-0.7393,-90.3518,20.31,95,73,1.34,EC,1723853352
93,kidal,18.4411,1.4078,30.47,56,98,4.14,ML,1723853352
94,petropavlovsk-kamchatsky,53.0452,158.6483,14.33,51,20,2.0,RU,1723853352
95,gunnedah,-30.9833,150.25,16.47,67,30,5.55,AU,1723853352
96,praia da vitoria,38.7333,-27.0667,24.31,85,17,2.07,PT,1723853352
97,mogocha,53.7333,119.7667,15.03,55,81,1.13,RU,1723853352
98,namibe,-15.1961,12.1522,15.36,90,42,3.63,AO,1723853352
99,constantia,44.1833,28.65,20.39,65,13,4.08,RO,1723853353
100,ataq,14.5377,46.8319,27.03,58,100,3.8,YE,1723853353
101,mugumu,-1.85,34.7,18.52,64,72,0.74,TZ,1723853353
102,souillac,-20.5167,57.5167,21.47,81,16,4.55,MU,1723853353
103,jamestown,42.097,-79.2353,22.79,82,100,4.12,US,1723853302
104,amarpatan,24.3167,80.9833,25.61,89,100,1.7,IN,1723853353
105,college,64.8569,-147.8028,13.99,81,100,10.29,US,1723853353
106,iskateley,67.6803,53.1512,6.58,93,9,3.7,RU,1723853353
107,guixi,28.2886,117.2133,28.44,76,77,2.16,CN,1723853354
108,uturoa,-16.7333,-151.4333,25.53,80,78,10.52,PF,1723853354
109,cabo san lucas,22.8909,-109.9124,29.1,68,57,5.31,MX,1723852912
110,aykhal,66.0,111.5,12.68,72,56,4.15,RU,1723853354
111,saipan,15.1355,145.701,29.39,70,100,5.14,MP,1723853354
112,al kharijah,25.4514,30.5464,28.71,16,0,2.96,EG,1723853354
113,presidencia de la plaza,-27.0015,-59.8424,22.1,63,100,2.42,AR,1723853354
114,ugoofaaru,5.6667,73.0,27.24,82,100,11.32,MV,1723853354
115,nyandoma,61.669,40.1991,11.91,67,94,2.13,RU,1723853354
116,bani walid,31.7566,13.9942,24.28,69,19,2.71,LY,1723853354
117,nizhnyaya poyma,56.1622,97.1933,18.24,75,6,1.9,RU,1723853355
118,punta arenas,-53.15,-70.9167,1.06,93,40,2.06,CL,1723853058
119,kapa'a,22.0752,-159.319,28.18,85,100,7.72,US,1723853355
120,lata,40.1629,-8.3327,15.42,87,0,0.33,PT,1723853355
121,manicore,-5.8092,-61.3003,22.18,97,70,1.39,BR,1723853355
122,whitehorse,60.7161,-135.0538,22.23,28,86,5.36,CA,1723853355
123,howrah,22.5892,88.3103,28.0,94,40,3.09,IN,1723853355
124,saudarkrokur,65.7461,-19.6394,5.06,97,100,1.14,IS,1723853355
125,vadso,70.0744,29.7487,16.09,88,40,4.12,NO,1723853355
126,sao joao da barra,-21.6403,-41.0511,22.61,86,0,7.46,BR,1723853355
127,dompu,-8.5356,118.4622,24.99,73,1,1.35,ID,1723853355
128,lazaro cardenas,17.9583,-102.2,29.43,72,100,4.35,MX,1723853356
129,papatowai,-46.5619,169.4708,6.84,95,100,1.59,NZ,1723853356
130,halle (saale),51.5,12.0,19.95,69,0,1.54,DE,1723853356
131,tazacorte,28.629,-17.9293,22.54,83,20,6.69,ES,1723853356
132,amga,60.8953,131.9608,12.18,75,100,2.23,RU,1723853356
133,andergrove,-21.0833,149.1833,22.97,59,0,1.56,AU,1723853356
134,merizo village,13.2658,144.6691,26.31,76,97,1.79,GU,1723853356
135,katima mulilo,-17.5,24.2667,16.62,36,0,2.57,NA,1723853356
136,murzuq,25.9155,13.9184,31.49,40,33,6.73,LY,1723853356
137,madera,37.1666,-119.8343,36.11,16,0,3.73,US,1723852952
138,san antonio de pale,-1.4014,5.6325,23.28,84,93,5.57,GQ,1723853356
139,severo-yeniseyskiy,60.3725,93.0408,14.82,85,100,1.44,RU,1723853357
140,walvis bay,-22.9575,14.5053,11.97,92,6,3.32,NA,1723853357
141,north ward,-19.2454,146.8075,24.95,69,10,0.51,AU,1723853357
142,isafjordur,66.0755,-23.124,3.47,97,98,4.33,IS,1723853357
143,kindu,-2.95,25.95,22.55,84,59,1.64,CD,1723853357
144,mahina,-17.5065,-149.489,27.87,65,20,3.09,PF,1723853149
145,kingston,17.997,-76.7936,31.53,70,20,8.75,JM,1723853357
146,villamontes,-21.25,-63.5,20.23,35,24,1.0,BO,1723853357
147,ghadamis,30.1337,9.5007,31.85,33,0,3.16,LY,1723853357
148,bashtanka,47.4072,32.4387,20.54,35,61,2.08,UA,1723853357
149,ushuaia,-54.8,-68.3,1.49,99,100,1.62,AR,1723853357
150,ta`u,-14.2336,-169.5144,25.97,81,60,10.17,AS,1723853358
151,joao pinheiro,-17.7425,-46.1725,23.03,36,0,2.61,BR,1723853358
152,hasaki,35.7333,140.8333,28.29,74,100,6.54,JP,1723853358
153,akureyri,65.6835,-18.0878,6.51,96,100,2.05,IS,1723853358
154,vila velha,-20.3297,-40.2925,22.19,87,0,3.6,BR,1723853358
155,san pedro pochutla,15.7333,-96.4667,30.4,73,70,2.27,MX,1723853358
156,megion,61.0296,76.1136,11.01,95,16,2.71,RU,1723853358
157,pursat,12.3333,103.6667,23.43,88,100,0.91,KH,1723853358
158,greymouth,-42.4667,171.2,11.66,90,99,1.28,NZ,1723853358
159,rio preto da eva,-2.6994,-59.6997,29.35,36,36,1.53,BR,1723853358
160,neyshabur,36.2133,58.7958,24.35,38,1,1.18,IR,1723853358
161,atafu village,-8.5421,-172.5159,28.31,76,14,10.29,TK,1723853359
162,port lincoln,-34.7333,135.8667,13.63,78,68,7.92,AU,1723853359
163,porto novo,6.4965,2.6036,23.99,90,97,3.68,BJ,1723853359
164,al ghayzah,16.2079,52.176,24.66,93,74,3.98,YE,1723853359
165,vuktyl,63.8567,57.3094,9.5,95,43,2.58,RU,1723853359
166,vigan,17.5747,120.3869,27.99,82,100,2.65,PH,1723853359
167,georgetown,5.4112,100.3354,27.96,78,20,1.54,MY,1723853359
168,colares,38.7992,-9.4469,25.55,51,0,10.26,PT,1723853359
169,yatou,37.15,122.3833,27.52,76,14,1.23,CN,1723853359
170,parambu,-6.2111,-40.6944,21.46,36,25,1.64,BR,1723853359
171,margaret river,-33.95,115.0667,13.58,92,100,3.94,AU,1723853359
172,hamilton,39.1834,-84.5333,26.51,88,0,0.89,US,1723853082
173,olonkinbyen,70.9221,-8.7187,5.43,95,94,3.81,SJ,1723853360
174,vorkuta,67.5,64.0,12.22,95,88,5.22,RU,1723853360
175,keflavik,64.0049,-22.5624,8.24,100,0,2.57,IS,1723853360
176,mount gambier,-37.8333,140.7667,12.36,91,89,3.46,AU,1723853360
177,hithadhoo,-0.6,73.0833,28.68,76,86,8.6,MV,1723853360
178,aracataca,10.5918,-74.1898,26.95,84,99,1.85,CO,1723853360
179,turbat,26.0023,63.044,28.03,74,93,1.1,PK,1723853360
180,siwa oasis,29.2041,25.5195,29.41,44,0,4.17,EG,1723853360
181,lodwar,3.1191,35.5973,28.83,52,91,0.85,KE,1723853361
182,udachny,66.4167,112.4,13.68,68,2,3.24,RU,1723853361
183,carnarvon,-24.8667,113.6333,19.66,71,5,5.68,AU,1723853361
184,palu,-0.8917,119.8707,27.64,77,2,1.01,ID,1723853361
185,tver,56.8619,35.8931,15.01,78,96,2.44,RU,1723853361
186,geraldton,-28.7667,114.6,13.23,94,20,7.2,AU,1723853361
187,bridgewater,44.3835,-64.5155,18.95,87,19,0.63,CA,1723853361
188,nadym,65.5333,72.5167,13.91,91,100,2.29,RU,1723853361
189,port saint john's,-31.6229,29.5448,18.42,32,0,3.68,ZA,1723853361
190,port macquarie,-31.4333,152.9167,17.82,85,61,0.89,AU,1723853204
191,lospalos,-8.5186,127.0025,23.47,66,79,2.99,TL,1723853361
192,krasnoarmeysk,51.0239,45.6969,13.54,62,23,4.01,RU,1723853362
193,kandira,41.0736,30.1746,20.74,73,0,3.96,TR,1723853362
194,capayan,-28.761,-66.0502,14.43,49,50,1.32,AR,1723853362
195,kununurra,-15.7667,128.7333,24.99,53,1,0.0,AU,1723853362
196,dawei,14.0833,98.2,25.38,89,100,0.97,MM,1723853362
197,queenstown,-31.8976,26.8753,10.82,18,0,3.31,ZA,1723853362
198,la passe,45.5549,-0.8967,18.85,81,30,2.25,FR,1723853362
199,tazovsky,67.4667,78.7,12.03,95,100,5.1,RU,1723853362
200,port lavaca,28.615,-96.6261,32.81,74,30,5.36,US,1723853362
201,vilyuchinsk,52.9306,158.4028,15.15,56,1,1.97,RU,1723853362
202,klyuchi,52.2667,79.1667,16.12,71,50,3.68,RU,1723853362
203,l'aquila,42.365,13.3935,24.3,74,96,2.24,IT,1723853363
204,sao vicente,-23.9631,-46.3919,22.09,64,0,2.04,BR,1723853363
205,barra de santo antonio,-9.4047,-35.5072,24.1,67,11,5.34,BR,1723853363
206,alaghsas,17.0187,8.0168,28.21,61,42,7.47,NE,1723853363
207,lompoc,34.6391,-120.4579,23.85,72,0,5.66,US,1723853362
208,thaon-les-vosges,48.25,6.4167,16.46,90,65,1.17,FR,1723853363
209,raja,8.4596,25.678,20.81,97,89,1.74,SS,1723853363
210,port hedland,-20.3167,118.5667,19.03,63,0,0.0,AU,1723853363
211,dul'durga,50.6761,113.5931,16.4,90,100,1.89,RU,1723853363
212,argo,37.6333,22.7333,28.68,41,1,2.01,GR,1723853363
213,taroudant,30.4703,-8.877,22.17,72,0,1.03,MA,1723853363
214,alta,69.9689,23.2717,11.77,81,75,12.96,NO,1723853364
215,iron river,46.0927,-88.6423,20.04,87,99,1.6,US,1723853364
216,zhengzhou,34.7578,113.6486,26.69,81,25,2.24,CN,1723853364
217,utrik,11.2278,169.8474,28.33,80,91,7.7,MH,1723853364
218,metlili chaamba,32.2667,3.6333,29.52,28,1,2.57,DZ,1723853364
219,nobeoka,32.5833,131.6667,30.39,65,84,1.15,JP,1723853364
220,nuku'alofa,-21.1333,-175.2,21.93,71,79,9.35,TO,1723853364
221,akjoujt,19.6969,-14.4164,32.51,48,93,6.27,MR,1723853364
222,ust-nera,64.5667,143.2,15.91,47,100,1.72,RU,1723853364
223,isangel,-19.55,169.2667,25.95,65,8,2.91,VU,1723853364
224,shingu,33.7333,135.9833,31.63,58,2,0.57,JP,1723853364
225,sena madureira,-9.0656,-68.6569,26.75,51,37,1.36,BR,1723853364
226,vernon,50.2581,-119.2691,19.86,85,100,1.94,CA,1723853365
227,kuala terengganu,5.3302,103.1408,26.09,85,100,1.64,MY,1723853365
228,susuman,62.7833,148.1667,14.61,44,100,0.84,RU,1723853365
229,egilsstadir,65.2653,-14.3948,8.42,87,100,1.63,IS,1723853365
230,nemuro,43.3236,145.575,15.36,92,100,6.56,JP,1723853365
231,motueka,-41.1333,173.0167,14.5,74,100,1.19,NZ,1723853365
232,carauari,-4.8828,-66.8958,24.03,80,50,1.21,BR,1723853365
233,adam,22.3756,57.5233,29.51,59,58,3.58,OM,1723853365
234,lashio,22.9333,97.75,20.91,100,100,0.53,MM,1723853366
235,kedougou,12.5579,-12.1743,23.98,94,89,2.92,SN,1723853366
236,benjamin constant,-4.3831,-70.0311,26.07,80,68,1.43,BR,1723853366
237,neiafu,-18.65,-173.9833,25.38,69,75,6.17,TO,1723853366
238,gongchangling,41.1167,123.45,27.03,80,100,0.32,CN,1723853366
239,san nicolas,18.1725,120.5953,27.85,78,99,1.86,PH,1723853366
240,bandarbeyla,9.4942,50.8122,24.72,81,97,13.36,SO,1723853366
241,sona,45.4388,10.8255,22.51,88,0,1.54,IT,1723853366
242,guerrero negro,27.9769,-114.0611,24.71,61,0,7.02,MX,1723853366
243,dzhambeyty,50.2536,52.595,18.06,42,86,4.1,KZ,1723853367
244,baukau,51.5526,7.2042,20.53,90,100,2.38,DE,1723853367
245,bandon,51.7469,-8.7425,12.77,76,84,2.82,IE,1723853367
246,port alfred,-33.5906,26.891,16.85,44,0,3.25,ZA,1723853367
247,cannonvale,-20.2833,148.7,21.66,53,2,0.61,AU,1723853367
248,nar'yan-mar,67.6713,53.087,6.61,92,10,3.69,RU,1723853367
249,nelson bay,-32.7167,152.15,17.84,77,75,4.47,AU,1723853367
250,bijie,27.3125,105.2942,19.59,81,19,0.55,CN,1723853367
251,deniliquin,-35.5333,144.9667,9.68,93,72,3.95,AU,1723853367
252,kstovo,56.1473,44.1979,10.66,95,6,2.54,RU,1723853367
253,sommatino,37.3359,13.9967,29.62,39,5,2.05,IT,1723853367
254,savyntsi,49.4026,37.0627,15.29,46,72,1.75,UA,1723853368
255,upata,8.0086,-62.3989,24.93,75,94,0.94,VE,1723853368
256,saldanha,-33.0117,17.9442,11.58,88,5,3.53,ZA,1723853368
257,castillos,-34.1667,-53.8333,9.09,94,100,2.12,UY,1723853368
258,amstetten,48.1229,14.8721,18.62,94,90,0.72,AT,1723853368
259,ponta delgada,37.7333,-25.6667,24.4,83,40,4.12,PT,1723853368
260,mae sai,20.4335,99.8762,22.72,100,100,0.53,TH,1723853368
261,aasiaat,68.7098,-52.8699,-0.03,90,77,0.79,GL,1723853368
262,okhotsk,59.3833,143.3,8.68,88,100,1.59,RU,1723853369
263,fountain,38.6822,-104.7008,30.8,29,75,5.66,US,1723853369
264,patnongon,10.9132,121.9937,28.06,74,95,0.66,PH,1723853369
265,mineros,-17.1167,-63.2333,25.92,45,0,2.07,BO,1723853369
266,bredasdorp,-34.5322,20.0403,7.73,90,0,2.16,ZA,1723853369
267,bubaque,11.2833,-15.8333,26.54,87,87,8.51,GW,1723853369
268,touros,-5.1989,-35.4608,24.13,74,86,7.65,BR,1723853369
269,port augusta,-32.5,137.7667,14.08,64,4,6.42,AU,1723853369
270,mulayjah,27.271,48.4242,35.57,14,10,4.96,SA,1723853369
271,alofi,-19.0595,-169.9187,25.94,53,57,7.72,NU,1723853369
